variable,Long,column,DataPack file,year
Labour Force Status By Age By Sex,2011 Census Females 15 19 Years Total,C11_F_15_19_Tot,T33C,2011
Labour Force Status By Age By Sex,2011 Census Females 20 24 Years Employed Worked Full Time,C11_F_20_24_Em_FT,T33C,2011
Labour Force Status By Age By Sex,2011 Census Females 20 24 Years Employed Worked Part Time,C11_F_20_24_Em_PT,T33C,2011
Labour Force Status By Age By Sex,2011 Census Females 20 24 Years Employed Away From Work,C11_F_20_24_Em_AFW,T33C,2011
Labour Force Status By Age By Sex,2011 Census Females 20 24 Years Employed Hours Worked Not Stated,C11_F_20_24_Em_Hrs_NS,T33C,2011
Labour Force Status By Age By Sex,2011 Census Females 20 24 Years Employed Total,C11_F_20_24_Em_Tot,T33C,2011
Labour Force Status By Age By Sex,2011 Census Females 20 24 Years Unemployed Looking For Full Time Work,C11_F_20_24_Unem_Look_FT,T33C,2011
Labour Force Status By Age By Sex,2011 Census Females 20 24 Years Unemployed Looking For Part Time Work,C11_F_20_24_Unem_Look_PT,T33C,2011
Labour Force Status By Age By Sex,2011 Census Females 20 24 Years Unemployed Total,C11_F_20_24_Unem_Tot,T33C,2011
Labour Force Status By Age By Sex,2011 Census Females 20 24 Years Total Labour Force,C11_F_20_24_Tot_LF,T33C,2011
Labour Force Status By Age By Sex,2011 Census Females 20 24 Years Not In The Labour Force,C11_F_20_24_Not_LF,T33C,2011
Labour Force Status By Age By Sex,2011 Census Females 20 24 Years Labour Force Status Not Stated,C11_F_20_24_LF_NS,T33C,2011
Labour Force Status By Age By Sex,2011 Census Females 20 24 Years Total,C11_F_20_24_Tot,T33C,2011
Labour Force Status By Age By Sex,2011 Census Females 25 29 Years Employed Worked Full Time,C11_F_25_29_Em_FT,T33C,2011
Labour Force Status By Age By Sex,2011 Census Females 25 29 Years Employed Worked Part Time,C11_F_25_29_Em_PT,T33C,2011
Labour Force Status By Age By Sex,2011 Census Females 25 29 Years Employed Away From Work,C11_F_25_29_Em_AFW,T33C,2011
Labour Force Status By Age By Sex,2011 Census Females 25 29 Years Employed Hours Worked Not Stated,C11_F_25_29_Em_Hrs_NS,T33C,2011
Labour Force Status By Age By Sex,2011 Census Females 25 29 Years Employed Total,C11_F_25_29_Em_Tot,T33C,2011
Labour Force Status By Age By Sex,2011 Census Females 25 29 Years Unemployed Looking For Full Time Work,C11_F_25_29_Unem_Look_FT,T33C,2011
Labour Force Status By Age By Sex,2011 Census Females 25 29 Years Unemployed Looking For Part Time Work,C11_F_25_29_Unem_Look_PT,T33C,2011
Labour Force Status By Age By Sex,2011 Census Females 25 29 Years Unemployed Total,C11_F_25_29_Unem_Tot,T33C,2011
Labour Force Status By Age By Sex,2011 Census Females 25 29 Years Total Labour Force,C11_F_25_29_Tot_LF,T33C,2011
Labour Force Status By Age By Sex,2011 Census Females 25 29 Years Not In The Labour Force,C11_F_25_29_Not_LF,T33C,2011
Labour Force Status By Age By Sex,2011 Census Females 25 29 Years Labour Force Status Not Stated,C11_F_25_29_LF_NS,T33C,2011
Labour Force Status By Age By Sex,2011 Census Females 25 29 Years Total,C11_F_25_29_Tot,T33C,2011
Labour Force Status By Age By Sex,2011 Census Females 30 34 Years Employed Worked Full Time,C11_F_30_34_Em_FT,T33C,2011
Labour Force Status By Age By Sex,2011 Census Females 30 34 Years Employed Worked Part Time,C11_F_30_34_Em_PT,T33C,2011
Labour Force Status By Age By Sex,2011 Census Females 30 34 Years Employed Away From Work,C11_F_30_34_Em_AFW,T33C,2011
Labour Force Status By Age By Sex,2011 Census Females 30 34 Years Employed Hours Worked Not Stated,C11_F_30_34_Em_Hrs_NS,T33C,2011
Labour Force Status By Age By Sex,2011 Census Females 30 34 Years Employed Total,C11_F_30_34_Em_Tot,T33C,2011
Labour Force Status By Age By Sex,2011 Census Females 30 34 Years Unemployed Looking For Full Time Work,C11_F_30_34_Unem_Look_FT,T33C,2011
Labour Force Status By Age By Sex,2011 Census Females 30 34 Years Unemployed Looking For Part Time Work,C11_F_30_34_Unem_Look_PT,T33C,2011
Labour Force Status By Age By Sex,2011 Census Females 30 34 Years Unemployed Total,C11_F_30_34_Unem_Tot,T33C,2011
Labour Force Status By Age By Sex,2011 Census Females 30 34 Years Total Labour Force,C11_F_30_34_Tot_LF,T33C,2011
Labour Force Status By Age By Sex,2011 Census Females 30 34 Years Not In The Labour Force,C11_F_30_34_Not_LF,T33C,2011
Labour Force Status By Age By Sex,2011 Census Females 30 34 Years Labour Force Status Not Stated,C11_F_30_34_LF_NS,T33C,2011
Labour Force Status By Age By Sex,2011 Census Females 30 34 Years Total,C11_F_30_34_Tot,T33C,2011
Labour Force Status By Age By Sex,2011 Census Females 35 39 Years Employed Worked Full Time,C11_F_35_39_Em_FT,T33C,2011
Labour Force Status By Age By Sex,2011 Census Females 35 39 Years Employed Worked Part Time,C11_F_35_39_Em_PT,T33C,2011
Labour Force Status By Age By Sex,2011 Census Females 35 39 Years Employed Away From Work,C11_F_35_39_Em_AFW,T33C,2011
Labour Force Status By Age By Sex,2011 Census Females 35 39 Years Employed Hours Worked Not Stated,C11_F_35_39_Em_Hrs_NS,T33C,2011
Labour Force Status By Age By Sex,2011 Census Females 35 39 Years Employed Total,C11_F_35_39_Em_Tot,T33C,2011
Labour Force Status By Age By Sex,2011 Census Females 35 39 Years Unemployed Looking For Full Time Work,C11_F_35_39_Unem_Look_FT,T33C,2011
Labour Force Status By Age By Sex,2011 Census Females 35 39 Years Unemployed Looking For Part Time Work,C11_F_35_39_Unem_Look_PT,T33C,2011
Labour Force Status By Age By Sex,2011 Census Females 35 39 Years Unemployed Total,C11_F_35_39_Unem_Tot,T33C,2011
Labour Force Status By Age By Sex,2011 Census Females 35 39 Years Total Labour Force,C11_F_35_39_Tot_LF,T33C,2011
Labour Force Status By Age By Sex,2011 Census Females 35 39 Years Not In The Labour Force,C11_F_35_39_Not_LF,T33C,2011
Labour Force Status By Age By Sex,2011 Census Females 35 39 Years Labour Force Status Not Stated,C11_F_35_39_LF_NS,T33C,2011
Labour Force Status By Age By Sex,2011 Census Females 35 39 Years Total,C11_F_35_39_Tot,T33C,2011
Labour Force Status By Age By Sex,2011 Census Females 40 44 Years Employed Worked Full Time,C11_F_40_44_Em_FT,T33C,2011
Labour Force Status By Age By Sex,2011 Census Females 40 44 Years Employed Worked Part Time,C11_F_40_44_Em_PT,T33C,2011
Labour Force Status By Age By Sex,2011 Census Females 40 44 Years Employed Away From Work,C11_F_40_44_Em_AFW,T33C,2011
Labour Force Status By Age By Sex,2011 Census Females 40 44 Years Employed Hours Worked Not Stated,C11_F_40_44_Em_Hrs_NS,T33C,2011
Labour Force Status By Age By Sex,2011 Census Females 40 44 Years Employed Total,C11_F_40_44_Em_Tot,T33C,2011
Labour Force Status By Age By Sex,2011 Census Females 40 44 Years Unemployed Looking For Full Time Work,C11_F_40_44_Unem_Look_FT,T33C,2011
Labour Force Status By Age By Sex,2011 Census Females 40 44 Years Unemployed Looking For Part Time Work,C11_F_40_44_Unem_Look_PT,T33C,2011
Labour Force Status By Age By Sex,2011 Census Females 40 44 Years Unemployed Total,C11_F_40_44_Unem_Tot,T33C,2011
Labour Force Status By Age By Sex,2011 Census Females 40 44 Years Total Labour Force,C11_F_40_44_Tot_LF,T33C,2011
Labour Force Status By Age By Sex,2011 Census Females 40 44 Years Not In The Labour Force,C11_F_40_44_Not_LF,T33C,2011
Labour Force Status By Age By Sex,2011 Census Females 40 44 Years Labour Force Status Not Stated,C11_F_40_44_LF_NS,T33C,2011
Labour Force Status By Age By Sex,2011 Census Females 40 44 Years Total,C11_F_40_44_Tot,T33C,2011
Labour Force Status By Age By Sex,2011 Census Females 45 49 Years Employed Worked Full Time,C11_F_45_49_Em_FT,T33C,2011
Labour Force Status By Age By Sex,2011 Census Females 45 49 Years Employed Worked Part Time,C11_F_45_49_Em_PT,T33C,2011
Labour Force Status By Age By Sex,2011 Census Females 45 49 Years Employed Away From Work,C11_F_45_49_Em_AFW,T33C,2011
Labour Force Status By Age By Sex,2011 Census Females 45 49 Years Employed Hours Worked Not Stated,C11_F_45_49_Em_Hrs_NS,T33C,2011
Labour Force Status By Age By Sex,2011 Census Females 45 49 Years Employed Total,C11_F_45_49_Em_Tot,T33C,2011
Labour Force Status By Age By Sex,2011 Census Females 45 49 Years Unemployed Looking For Full Time Work,C11_F_45_49_Unem_Look_FT,T33C,2011
Labour Force Status By Age By Sex,2011 Census Females 45 49 Years Unemployed Looking For Part Time Work,C11_F_45_49_Unem_Look_PT,T33C,2011
Labour Force Status By Age By Sex,2011 Census Females 45 49 Years Unemployed Total,C11_F_45_49_Unem_Tot,T33C,2011
Labour Force Status By Age By Sex,2011 Census Females 45 49 Years Total Labour Force,C11_F_45_49_Tot_LF,T33C,2011
Labour Force Status By Age By Sex,2011 Census Females 45 49 Years Not In The Labour Force,C11_F_45_49_Not_LF,T33C,2011
Labour Force Status By Age By Sex,2011 Census Females 45 49 Years Labour Force Status Not Stated,C11_F_45_49_LF_NS,T33C,2011
Labour Force Status By Age By Sex,2011 Census Females 45 49 Years Total,C11_F_45_49_Tot,T33C,2011
Labour Force Status By Age By Sex,2011 Census Females 50 54 Years Employed Worked Full Time,C11_F_50_54_Em_FT,T33C,2011
Labour Force Status By Age By Sex,2011 Census Females 50 54 Years Employed Worked Part Time,C11_F_50_54_Em_PT,T33C,2011
Labour Force Status By Age By Sex,2011 Census Females 50 54 Years Employed Away From Work,C11_F_50_54_Em_AFW,T33C,2011
Labour Force Status By Age By Sex,2011 Census Females 50 54 Years Employed Hours Worked Not Stated,C11_F_50_54_Em_Hrs_NS,T33C,2011
Labour Force Status By Age By Sex,2011 Census Females 50 54 Years Employed Total,C11_F_50_54_Em_Tot,T33C,2011
Labour Force Status By Age By Sex,2011 Census Females 50 54 Years Unemployed Looking For Full Time Work,C11_F_50_54_Unem_Look_FT,T33C,2011
Labour Force Status By Age By Sex,2011 Census Females 50 54 Years Unemployed Looking For Part Time Work,C11_F_50_54_Unem_Look_PT,T33C,2011
Labour Force Status By Age By Sex,2011 Census Females 50 54 Years Unemployed Total,C11_F_50_54_Unem_Tot,T33C,2011
Labour Force Status By Age By Sex,2011 Census Females 50 54 Years Total Labour Force,C11_F_50_54_Tot_LF,T33C,2011
Labour Force Status By Age By Sex,2011 Census Females 50 54 Years Not In The Labour Force,C11_F_50_54_Not_LF,T33C,2011
Labour Force Status By Age By Sex,2011 Census Females 50 54 Years Labour Force Status Not Stated,C11_F_50_54_LF_NS,T33C,2011
Labour Force Status By Age By Sex,2011 Census Females 50 54 Years Total,C11_F_50_54_Tot,T33C,2011
Labour Force Status By Age By Sex,2016 Census Males 25 29 Years Total Labour Force,C16_M_25_29_Tot_LF,T33B,2016
Labour Force Status By Age By Sex,2016 Census Males 25 29 Years Not In The Labour Force,C16_M_25_29_Not_LF,T33B,2016
Labour Force Status By Age By Sex,2016 Census Males 25 29 Years Labour Force Status Not Stated,C16_M_25_29_LF_NS,T33B,2016
Labour Force Status By Age By Sex,2016 Census Males 25 29 Years Total,C16_M_25_29_Tot,T33B,2016
Labour Force Status By Age By Sex,2016 Census Males 30 34 Years Employed Worked Full Time,C16_M_30_34_Em_FT,T33B,2016
Labour Force Status By Age By Sex,2016 Census Males 30 34 Years Employed Worked Part Time,C16_M_30_34_Em_PT,T33B,2016
Labour Force Status By Age By Sex,2016 Census Males 30 34 Years Employed Away From Work,C16_M_30_34_Em_AFW,T33B,2016
Labour Force Status By Age By Sex,2016 Census Males 30 34 Years Employed Hours Worked Not Stated,C16_M_30_34_Em_Hrs_NS,T33B,2016
Labour Force Status By Age By Sex,2016 Census Males 30 34 Years Employed Total,C16_M_30_34_Em_Tot,T33B,2016
Labour Force Status By Age By Sex,2016 Census Males 30 34 Years Unemployed Looking For Full Time Work,C16_M_30_34_Unem_Look_FT,T33B,2016
Labour Force Status By Age By Sex,2016 Census Males 30 34 Years Unemployed Looking For Part Time Work,C16_M_30_34_Unem_Look_PT,T33B,2016
Labour Force Status By Age By Sex,2016 Census Males 30 34 Years Unemployed Total,C16_M_30_34_Unem_Tot,T33B,2016
Labour Force Status By Age By Sex,2016 Census Males 30 34 Years Total Labour Force,C16_M_30_34_Tot_LF,T33B,2016
Labour Force Status By Age By Sex,2016 Census Males 30 34 Years Not In The Labour Force,C16_M_30_34_Not_LF,T33B,2016
Labour Force Status By Age By Sex,2016 Census Males 30 34 Years Labour Force Status Not Stated,C16_M_30_34_LF_NS,T33B,2016
Labour Force Status By Age By Sex,2016 Census Males 30 34 Years Total,C16_M_30_34_Tot,T33B,2016
Labour Force Status By Age By Sex,2016 Census Males 35 39 Years Employed Worked Full Time,C16_M_35_39_Em_FT,T33B,2016
Labour Force Status By Age By Sex,2016 Census Males 35 39 Years Employed Worked Part Time,C16_M_35_39_Em_PT,T33B,2016
Labour Force Status By Age By Sex,2016 Census Males 35 39 Years Employed Away From Work,C16_M_35_39_Em_AFW,T33B,2016
Labour Force Status By Age By Sex,2016 Census Males 35 39 Years Employed Hours Worked Not Stated,C16_M_35_39_Em_Hrs_NS,T33B,2016
Labour Force Status By Age By Sex,2016 Census Males 35 39 Years Employed Total,C16_M_35_39_Em_Tot,T33B,2016
Labour Force Status By Age By Sex,2016 Census Males 35 39 Years Unemployed Looking For Full Time Work,C16_M_35_39_Unem_Look_FT,T33B,2016
Labour Force Status By Age By Sex,2016 Census Males 35 39 Years Unemployed Looking For Part Time Work,C16_M_35_39_Unem_Look_PT,T33B,2016
Labour Force Status By Age By Sex,2016 Census Males 35 39 Years Unemployed Total,C16_M_35_39_Unem_Tot,T33B,2016
Labour Force Status By Age By Sex,2016 Census Males 35 39 Years Total Labour Force,C16_M_35_39_Tot_LF,T33B,2016
Labour Force Status By Age By Sex,2016 Census Males 35 39 Years Not In The Labour Force,C16_M_35_39_Not_LF,T33B,2016
Labour Force Status By Age By Sex,2016 Census Males 35 39 Years Labour Force Status Not Stated,C16_M_35_39_LF_NS,T33B,2016
Labour Force Status By Age By Sex,2016 Census Males 35 39 Years Total,C16_M_35_39_Tot,T33B,2016
Labour Force Status By Age By Sex,2016 Census Males 40 44 Years Employed Worked Full Time,C16_M_40_44_Em_FT,T33B,2016
Labour Force Status By Age By Sex,2016 Census Males 40 44 Years Employed Worked Part Time,C16_M_40_44_Em_PT,T33B,2016
Labour Force Status By Age By Sex,2016 Census Males 40 44 Years Employed Away From Work,C16_M_40_44_Em_AFW,T33B,2016
Labour Force Status By Age By Sex,2016 Census Males 40 44 Years Employed Hours Worked Not Stated,C16_M_40_44_Em_Hrs_NS,T33B,2016
Labour Force Status By Age By Sex,2016 Census Males 40 44 Years Employed Total,C16_M_40_44_Em_Tot,T33B,2016
Labour Force Status By Age By Sex,2016 Census Males 40 44 Years Unemployed Looking For Full Time Work,C16_M_40_44_Unem_Look_FT,T33B,2016
Labour Force Status By Age By Sex,2016 Census Males 40 44 Years Unemployed Looking For Part Time Work,C16_M_40_44_Unem_Look_PT,T33B,2016
Labour Force Status By Age By Sex,2016 Census Males 40 44 Years Unemployed Total,C16_M_40_44_Unem_Tot,T33B,2016
Labour Force Status By Age By Sex,2016 Census Males 40 44 Years Total Labour Force,C16_M_40_44_Tot_LF,T33B,2016
Labour Force Status By Age By Sex,2016 Census Males 40 44 Years Not In The Labour Force,C16_M_40_44_Not_LF,T33B,2016
Labour Force Status By Age By Sex,2016 Census Males 40 44 Years Labour Force Status Not Stated,C16_M_40_44_LF_NS,T33B,2016
Labour Force Status By Age By Sex,2016 Census Males 40 44 Years Total,C16_M_40_44_Tot,T33B,2016
Labour Force Status By Age By Sex,2016 Census Males 45 49 Years Employed Worked Full Time,C16_M_45_49_Em_FT,T33B,2016
Labour Force Status By Age By Sex,2016 Census Males 45 49 Years Employed Worked Part Time,C16_M_45_49_Em_PT,T33B,2016
Labour Force Status By Age By Sex,2016 Census Males 45 49 Years Employed Away From Work,C16_M_45_49_Em_AFW,T33B,2016
Labour Force Status By Age By Sex,2016 Census Males 45 49 Years Employed Hours Worked Not Stated,C16_M_45_49_Em_Hrs_NS,T33B,2016
Labour Force Status By Age By Sex,2016 Census Males 45 49 Years Employed Total,C16_M_45_49_Em_Tot,T33B,2016
Labour Force Status By Age By Sex,2016 Census Males 45 49 Years Unemployed Looking For Full Time Work,C16_M_45_49_Unem_Look_FT,T33B,2016
Labour Force Status By Age By Sex,2016 Census Males 45 49 Years Unemployed Looking For Part Time Work,C16_M_45_49_Unem_Look_PT,T33B,2016
Labour Force Status By Age By Sex,2016 Census Males 45 49 Years Unemployed Total,C16_M_45_49_Unem_Tot,T33B,2016
Labour Force Status By Age By Sex,2016 Census Males 45 49 Years Total Labour Force,C16_M_45_49_Tot_LF,T33B,2016
Labour Force Status By Age By Sex,2016 Census Males 45 49 Years Not In The Labour Force,C16_M_45_49_Not_LF,T33B,2016
Labour Force Status By Age By Sex,2016 Census Males 45 49 Years Labour Force Status Not Stated,C16_M_45_49_LF_NS,T33B,2016
Labour Force Status By Age By Sex,2016 Census Males 45 49 Years Total,C16_M_45_49_Tot,T33B,2016
Labour Force Status By Age By Sex,2016 Census Males 50 54 Years Employed Worked Full Time,C16_M_50_54_Em_FT,T33B,2016
Labour Force Status By Age By Sex,2016 Census Males 50 54 Years Employed Worked Part Time,C16_M_50_54_Em_PT,T33B,2016
Labour Force Status By Age By Sex,2016 Census Males 50 54 Years Employed Away From Work,C16_M_50_54_Em_AFW,T33B,2016
Labour Force Status By Age By Sex,2016 Census Males 50 54 Years Employed Hours Worked Not Stated,C16_M_50_54_Em_Hrs_NS,T33B,2016
Labour Force Status By Age By Sex,2016 Census Males 50 54 Years Employed Total,C16_M_50_54_Em_Tot,T33B,2016
Labour Force Status By Age By Sex,2016 Census Males 50 54 Years Unemployed Looking For Full Time Work,C16_M_50_54_Unem_Look_FT,T33B,2016
Labour Force Status By Age By Sex,2016 Census Males 50 54 Years Unemployed Looking For Part Time Work,C16_M_50_54_Unem_Look_PT,T33B,2016
Labour Force Status By Age By Sex,2016 Census Males 50 54 Years Unemployed Total,C16_M_50_54_Unem_Tot,T33B,2016
Labour Force Status By Age By Sex,2016 Census Males 50 54 Years Total Labour Force,C16_M_50_54_Tot_LF,T33B,2016
Labour Force Status By Age By Sex,2016 Census Males 50 54 Years Not In The Labour Force,C16_M_50_54_Not_LF,T33B,2016
Labour Force Status By Age By Sex,2016 Census Males 50 54 Years Labour Force Status Not Stated,C16_M_50_54_LF_NS,T33B,2016
Labour Force Status By Age By Sex,2016 Census Males 50 54 Years Total,C16_M_50_54_Tot,T33B,2016
Labour Force Status By Age By Sex,2016 Census Males 55 59 Years Employed Worked Full Time,C16_M_55_59_Em_FT,T33B,2016
Labour Force Status By Age By Sex,2016 Census Males 55 59 Years Employed Worked Part Time,C16_M_55_59_Em_PT,T33B,2016
Labour Force Status By Age By Sex,2016 Census Males 55 59 Years Employed Away From Work,C16_M_55_59_Em_AFW,T33B,2016
Labour Force Status By Age By Sex,2016 Census Males 55 59 Years Employed Hours Worked Not Stated,C16_M_55_59_Em_Hrs_NS,T33B,2016
Labour Force Status By Age By Sex,2016 Census Males 55 59 Years Employed Total,C16_M_55_59_Em_Tot,T33B,2016
Labour Force Status By Age By Sex,2016 Census Males 55 59 Years Unemployed Looking For Full Time Work,C16_M_55_59_Unem_Look_FT,T33B,2016
Labour Force Status By Age By Sex,2016 Census Males 55 59 Years Unemployed Looking For Part Time Work,C16_M_55_59_Unem_Look_PT,T33B,2016
Labour Force Status By Age By Sex,2016 Census Males 55 59 Years Unemployed Total,C16_M_55_59_Unem_Tot,T33B,2016
Labour Force Status By Age By Sex,2016 Census Males 55 59 Years Total Labour Force,C16_M_55_59_Tot_LF,T33B,2016
Labour Force Status By Age By Sex,2016 Census Males 55 59 Years Not In The Labour Force,C16_M_55_59_Not_LF,T33B,2016
Labour Force Status By Age By Sex,2016 Census Males 55 59 Years Labour Force Status Not Stated,C16_M_55_59_LF_NS,T33B,2016
Labour Force Status By Age By Sex,2016 Census Males 55 59 Years Total,C16_M_55_59_Tot,T33B,2016
Labour Force Status By Age By Sex,2016 Census Males 60 64 Years Employed Worked Full Time,C16_M_60_64_Em_FT,T33B,2016
Labour Force Status By Age By Sex,2016 Census Males 60 64 Years Employed Worked Part Time,C16_M_60_64_Em_PT,T33B,2016
Labour Force Status By Age By Sex,2016 Census Males 60 64 Years Employed Away From Work,C16_M_60_64_Em_AFW,T33B,2016
Labour Force Status By Age By Sex,2016 Census Males 60 64 Years Employed Hours Worked Not Stated,C16_M_60_64_Em_Hrs_NS,T33B,2016
Labour Force Status By Age By Sex,2016 Census Males 60 64 Years Employed Total,C16_M_60_64_Em_Tot,T33B,2016
Labour Force Status By Age By Sex,2016 Census Males 60 64 Years Unemployed Looking For Full Time Work,C16_M_60_64_Unem_Look_FT,T33B,2016
Labour Force Status By Age By Sex,2016 Census Males 60 64 Years Unemployed Looking For Part Time Work,C16_M_60_64_Unem_Look_PT,T33B,2016
Labour Force Status By Age By Sex,2016 Census Males 60 64 Years Unemployed Total,C16_M_60_64_Unem_Tot,T33B,2016
Labour Force Status By Age By Sex,2016 Census Males 60 64 Years Total Labour Force,C16_M_60_64_Tot_LF,T33B,2016
Labour Force Status By Age By Sex,2016 Census Males 60 64 Years Not In The Labour Force,C16_M_60_64_Not_LF,T33B,2016
Labour Force Status By Age By Sex,2016 Census Males 60 64 Years Labour Force Status Not Stated,C16_M_60_64_LF_NS,T33B,2016
Labour Force Status By Age By Sex,2016 Census Males 60 64 Years Total,C16_M_60_64_Tot,T33B,2016
Labour Force Status By Age By Sex,2016 Census Males 65 69 Years Employed Worked Full Time,C16_M_65_69_Em_FT,T33B,2016
Labour Force Status By Age By Sex,2016 Census Males 65 69 Years Employed Worked Part Time,C16_M_65_69_Em_PT,T33B,2016
Labour Force Status By Age By Sex,2016 Census Males 65 69 Years Employed Away From Work,C16_M_65_69_Em_AFW,T33B,2016
Labour Force Status By Age By Sex,2016 Census Males 65 69 Years Employed Hours Worked Not Stated,C16_M_65_69_Em_Hrs_NS,T33B,2016
Labour Force Status By Age By Sex,2016 Census Males 65 69 Years Employed Total,C16_M_65_69_Em_Tot,T33B,2016
Labour Force Status By Age By Sex,2016 Census Males 65 69 Years Unemployed Looking For Full Time Work,C16_M_65_69_Unem_Look_FT,T33B,2016
Labour Force Status By Age By Sex,2016 Census Males 65 69 Years Unemployed Looking For Part Time Work,C16_M_65_69_Unem_Look_PT,T33B,2016
Labour Force Status By Age By Sex,2016 Census Males 65 69 Years Unemployed Total,C16_M_65_69_Unem_Tot,T33B,2016
Labour Force Status By Age By Sex,2016 Census Males 65 69 Years Total Labour Force,C16_M_65_69_Tot_LF,T33B,2016
Labour Force Status By Age By Sex,2016 Census Males 65 69 Years Not In The Labour Force,C16_M_65_69_Not_LF,T33B,2016
Labour Force Status By Age By Sex,2016 Census Males 65 69 Years Labour Force Status Not Stated,C16_M_65_69_LF_NS,T33B,2016
Labour Force Status By Age By Sex,2016 Census Males 65 69 Years Total,C16_M_65_69_Tot,T33B,2016
Labour Force Status By Age By Sex,2016 Census Males 70 74 Years Employed Worked Full Time,C16_M_70_74_Em_FT,T33B,2016
Labour Force Status By Age By Sex,2016 Census Males 70 74 Years Employed Worked Part Time,C16_M_70_74_Em_PT,T33B,2016
Labour Force Status By Age By Sex,2016 Census Males 70 74 Years Employed Away From Work,C16_M_70_74_Em_AFW,T33B,2016
Labour Force Status By Age By Sex,2016 Census Males 70 74 Years Employed Hours Worked Not Stated,C16_M_70_74_Em_Hrs_NS,T33B,2016
Labour Force Status By Age By Sex,2016 Census Males 70 74 Years Employed Total,C16_M_70_74_Em_Tot,T33B,2016
Labour Force Status By Age By Sex,2016 Census Males 70 74 Years Unemployed Looking For Full Time Work,C16_M_70_74_Unem_Look_FT,T33B,2016
Labour Force Status By Age By Sex,2016 Census Males 70 74 Years Unemployed Looking For Part Time Work,C16_M_70_74_Unem_Look_PT,T33B,2016
Labour Force Status By Age By Sex,2016 Census Males 70 74 Years Unemployed Total,C16_M_70_74_Unem_Tot,T33B,2016
Labour Force Status By Age By Sex,2016 Census Males 70 74 Years Total Labour Force,C16_M_70_74_Tot_LF,T33B,2016
Labour Force Status By Age By Sex,2016 Census Males 70 74 Years Not In The Labour Force,C16_M_70_74_Not_LF,T33B,2016
Labour Force Status By Age By Sex,2016 Census Males 70 74 Years Labour Force Status Not Stated,C16_M_70_74_LF_NS,T33B,2016
Labour Force Status By Age By Sex,2016 Census Males 70 74 Years Total,C16_M_70_74_Tot,T33B,2016
Labour Force Status By Age By Sex,2016 Census Males 75 Years And Over Employed Worked Full Time,C16_M_75over_Em_FT,T33B,2016
Labour Force Status By Age By Sex,2016 Census Males 75 Years And Over Employed Worked Part Time,C16_M_75over_Em_PT,T33B,2016
Labour Force Status By Age By Sex,2016 Census Males 75 Years And Over Employed Away From Work,C16_M_75over_Em_AFW,T33B,2016
Labour Force Status By Age By Sex,2016 Census Males 75 Years And Over Employed Hours Worked Not Stated,C16_M_75over_Em_Hrs_NS,T33B,2016
Labour Force Status By Age By Sex,2016 Census Males 75 Years And Over Employed Total,C16_M_75over_Em_Tot,T33B,2016
Labour Force Status By Age By Sex,2016 Census Males 75 Years And Over Unemployed Looking For Full Time Work,C16_M_75over_Unem_Lo_ft_wor,T33B,2016
Labour Force Status By Age By Sex,2016 Census Males 75 Years And Over Unemployed Looking For Part Time Work,C16_M_75over_Unem_Lo_pt_wor,T33B,2016
Labour Force Status By Age By Sex,2016 Census Males 75 Years And Over Unemployed Total,C16_M_75over_Unempl_Tot,T33B,2016
Labour Force Status By Age By Sex,2016 Census Males 75 Years And Over Total Labour Force,C16_M_75over_Tot_LF,T33B,2016
Labour Force Status By Age By Sex,2016 Census Males 75 Years And Over Not In The Labour Force,C16_M_75over_Not_LF,T33B,2016
Labour Force Status By Age By Sex,2016 Census Males 75 Years And Over Labour Force Status Not Stated,C16_M_75over_LF_NS,T33B,2016
Labour Force Status By Age By Sex,2016 Census Males 75 Years And Over Total,C16_M_75over_Tot,T33B,2016
Labour Force Status By Age By Sex,2016 Census Males Total Employed Worked Full Time,C16_M_Tot_Em_FT,T33B,2016
Labour Force Status By Age By Sex,2016 Census Males Total Employed Worked Part Time,C16_M_Tot_Em_PT,T33B,2016
Labour Force Status By Age By Sex,2016 Census Males Total Employed Away From Work,C16_M_Tot_Em_AFW,T33B,2016
Labour Force Status By Age By Sex,2016 Census Males Total Employed Hours Worked Not Stated,C16_M_Tot_Em_Hrs_NS,T33B,2016
Labour Force Status By Age By Sex,2016 Census Males Total Employed Total,C16_M_Tot_Em_Tot,T33B,2016
Labour Force Status By Age By Sex,2016 Census Males Total Unemployed Looking For Full Time Work,C16_M_Tot_Unem_Look_FT,T33B,2016
Labour Force Status By Age By Sex,2016 Census Males Total Unemployed Looking For Part Time Work,C16_M_Tot_Unem_Look_PT,T33B,2016
Labour Force Status By Age By Sex,2016 Census Males Total Unemployed Total,C16_M_Tot_Unem_Tot,T33B,2016
Labour Force Status By Age By Sex,2016 Census Males Total Total Labour Force,C16_M_Tot_Tot_labo_for,T33B,2016
Labour Force Status By Age By Sex,2016 Census Males Total Not In The Labour Force,C16_M_Tot_Not_LF,T33B,2016
Labour Force Status By Age By Sex,2016 Census Males Total Labour Force Status Not Stated,C16_M_Tot_LF_NS,T33B,2016
Labour Force Status By Age By Sex,2016 Census Males Total Total,C16_M_Tot_Tot,T33B,2016
Labour Force Status By Age By Sex,2021 Census Males 15 19 Years Employed Worked Full Time,C21_M_15_19_Em_FT,T33B,2021
Labour Force Status By Age By Sex,2021 Census Males 15 19 Years Employed Worked Part Time,C21_M_15_19_Em_PT,T33B,2021
